"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,46000000,"３ＬＤＫ",70,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2022年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,36000000,"２ＬＤＫ＋Ｓ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,40000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,7600000,"１Ｋ",15,"1981年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,48000000,"３ＬＤＫ",70,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,32000000,"",75,"1981年","ＳＲＣ","事務所","事務所","準工業",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,34000000,"２ＬＤＫ",50,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,42000000,"２ＬＤＫ＋Ｓ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",8,42000000,"３ＬＤＫ",70,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",1,54000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,36000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,45000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",8,36000000,"２ＬＤＫ＋Ｓ",55,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,19000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,21000000,"１Ｋ",20,"2010年","ＲＣ","住宅","","準工業",60,400,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,38000000,"３ＬＤＫ",60,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,43000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,43000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,57000000,"４ＬＤＫ",80,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,20000000,"３ＬＤＫ",60,"1986年","ＳＲＣ","その他","その他","１種住居",60,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,33000000,"２ＬＤＫ",55,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,9500000,"１Ｋ",20,"1981年","ＲＣ","住宅","","準工業",60,300,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,20000000,"１Ｋ",20,"2007年","ＲＣ","","住宅","準工業",60,400,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,26000000,"２ＬＤＫ",50,"1989年","ＳＲＣ","住宅","その他","１種住居",60,400,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,22000000,"１ＬＤＫ＋Ｓ",50,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第2四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","","住宅","準工業",60,300,"2021年第2四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,20000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","準工業",60,400,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,30000000,"１ＬＤＫ",50,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,32000000,"３ＬＤＫ",55,"1981年","ＳＲＣ","住宅","","商業",80,400,"2021年第1四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,37000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,39000000,"３ＬＤＫ",65,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,19000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","準工業",60,400,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,46000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",7,46000000,"３ＬＤＫ",65,"2000年","ＳＲＣ","","住宅","準工業",60,300,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,24000000,"１Ｋ",25,"2014年","ＲＣ","住宅","その他","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,32000000,"１Ｋ",25,"2020年","ＲＣ","住宅","住宅","商業",80,400,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",1,53000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",1,39000000,"２ＬＤＫ",55,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,32000000,"１Ｋ",25,"2020年","ＲＣ","住宅","住宅","商業","","","2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",10,23000000,"３ＬＤＫ",55,"1976年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,23000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","その他","その他","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,22000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,42000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",7,32000000,"３ＬＤＫ",65,"2000年","ＳＲＣ","住宅","その他","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",10,35000000,"３ＬＤＫ",65,"1976年","ＳＲＣ","","住宅","準工業",60,300,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,51000000,"４ＬＤＫ",85,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,42000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,22000000,"２ＤＫ",50,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,39000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,25000000,"３ＬＤＫ",60,"1986年","ＳＲＣ","","その他","１種住居",60,400,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,7900000,"１Ｋ",20,"1981年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,35000000,"２ＤＫ",55,"1996年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,20000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","準工業",60,400,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,19000000,"１ＤＫ",20,"2007年","ＲＣ","住宅","住宅","準工業",60,400,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,29000000,"２ＬＤＫ",55,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,36000000,"３ＬＤＫ",60,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,19000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","準工業",60,400,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,50000000,"３ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,37000000,"２ＬＤＫ",65,"2003年","ＳＲＣ","","住宅","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,40000000,"３ＬＤＫ",60,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",13,18000000,"１ＤＫ",40,"1985年","ＳＲＣ","住宅","住宅","商業",80,500,"2024年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",12,22000000,"１Ｋ",25,"2008年","ＳＲＣ","住宅","住宅","商業",80,500,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,54000000,"３ＬＤＫ",65,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,54000000,"２ＬＤＫ",65,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,37000000,"１ＬＤＫ",65,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,45000000,"３ＬＤＫ",85,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,50000000,"３ＬＤＫ",70,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,47000000,"３ＬＤＫ",80,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,61000000,"５ＬＤＫ",90,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2023年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,48000000,"３ＬＤＫ",75,"1999年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,56000000,"３ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,31000000,"３ＬＤＫ",70,"2005年","ＲＣ","","住宅","１種住居",60,300,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,48000000,"４ＬＤＫ",85,"2003年","ＳＲＣ","住宅","その他","準工業",60,300,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,52000000,"３ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,57000000,"４ＬＤＫ",85,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,54000000,"３ＬＤＫ",85,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,28000000,"３ＬＤＫ",60,"1980年","ＳＲＣ","住宅","その他","準工業",60,300,"2022年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,28000000,"３ＬＤＫ",60,"1980年","ＳＲＣ","住宅","その他","準工業",60,300,"2022年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,50000000,"３ＬＤＫ",75,"2005年","ＲＣ","","住宅","１種住居",60,300,"2022年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,20000000,"",60,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,53000000,"３ＬＤＫ",90,"1999年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,48000000,"３ＬＤＫ",65,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,39000000,"３ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,35000000,"３ＬＤＫ",65,"1980年","ＳＲＣ","","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,46000000,"３ＬＤＫ",70,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,62000000,"",90,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,44000000,"３ＬＤＫ",65,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,58000000,"４ＬＤＫ",85,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,59000000,"３ＬＤＫ",80,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,63000000,"４ＬＤＫ",60,"2001年","ＳＲＣ","住宅","住宅","準工業",60,400,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,49000000,"３ＬＤＫ",70,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,45000000,"３ＬＤＫ",80,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",13,25000000,"１ＬＤＫ",40,"1985年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,44000000,"３ＬＤＫ",85,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,48000000,"３ＬＤＫ",70,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,32000000,"３ＬＤＫ",70,"2009年","ＲＣ","住宅","","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,24000000,"３ＬＤＫ",65,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,45000000,"３ＬＤＫ",70,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",9,53000000,"４ＬＤＫ",90,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,35000000,"３ＬＤＫ",60,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,41000000,"３ＬＤＫ",70,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",12,36000000,"２ＬＤＫ",60,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",12,22000000,"１Ｋ",25,"2008年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",11,42000000,"３ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","亀戸","東大島",15,29000000,"３ＬＤＫ",70,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,30000000,"",25,"2021年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,30000000,"１Ｋ",25,"2021年","ＲＣ","住宅","その他","準工業",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",13,27000000,"１ＤＫ",25,"2020年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,30000000,"",25,"2021年","ＲＣ","","住宅","準工業",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,27000000,"１Ｋ",25,"2021年","ＲＣ","住宅","その他","準工業",60,400,"2024年第3四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",13,28000000,"",25,"2020年","ＲＣ","住宅","その他","準工業",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,29000000,"１Ｋ",25,"2021年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,28000000,"１Ｋ",25,"2021年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,13000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2024年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,31000000,"２Ｋ",25,"2021年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",8,10000000,"３ＬＤＫ",60,"1987年","ＳＲＣ","住宅","住宅","準工業",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",10,28000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","１種住居",60,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,32000000,"３ＬＤＫ",75,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",8,40000000,"２ＬＤＫ",60,"1987年","ＳＲＣ","住宅","住宅","準工業",60,400,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",15,40000000,"３ＬＤＫ",70,"1999年","ＳＲＣ","","住宅","準工業",60,400,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,31000000,"１Ｋ",25,"2021年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,29000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2024年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",13,50000000,"４ＬＤＫ",80,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2023年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",10,27000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","１種住居",60,300,"2023年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",15,41000000,"３ＬＤＫ",70,"2010年","ＳＲＣ","","住宅","準工業",60,400,"2023年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",10,27000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","１種住居",60,300,"2023年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,51000000,"３ＬＤＫ",70,"2009年","ＲＣ","住宅","住宅","準工業",60,400,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",8,40000000,"３ＬＤＫ",70,"1987年","ＳＲＣ","住宅","住宅","準工業",60,400,"2023年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",16,37000000,"２ＬＤＫ",65,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2023年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",21,26000000,"３ＬＤＫ",70,"1999年","ＲＣ","住宅","住宅","準工業",60,300,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",19,26000000,"２ＬＤＫ",55,"1996年","ＲＣ","住宅","住宅","準工業",60,300,"2023年第3四半期","未改装",""
