種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,単価（円/㎡）
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"6,000,000",１Ｒ,20,1981年,ＲＣ,,,準工業,,,2023年第4四半期,,,"300,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"45,000,000",３ＬＤＫ,75,1981年,ＳＲＣ,,,準工業,,,2023年第4四半期,,,"600,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"44,000,000",３ＬＤＫ,70,1986年,ＳＲＣ,,,１種住居,,,2023年第4四半期,,,"628,571"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,4.0,"40,000,000",２ＬＤＫ,60,1986年,ＳＲＣ,,,準工業,,,2023年第4四半期,,,"666,666"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,2.0,"32,000,000",１ＬＤＫ,60,1989年,ＲＣ,,,１種住居,,,2023年第4四半期,,,"533,333"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,1.0,"41,000,000",２ＬＤＫ,60,2001年,ＳＲＣ,,,商業,,,2023年第4四半期,改装済み,,"683,333"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,7.0,"70,000,000",３ＬＤＫ,70,2022年,ＲＣ,,,準工業,,,2023年第4四半期,,,"1,000,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"42,000,000",３ＬＤＫ,80,2001年,ＳＲＣ,,,準工業,,,2023年第4四半期,,,"525,000"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,14.0,"25,000,000",１ＬＤＫ,65,1979年,ＲＣ,,,準工業,,,2023年第4四半期,,,"384,615"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,8.0,"66,000,000",４ＬＤＫ,90,2009年,ＲＣ,,,準工業,,,2023年第4四半期,,,"733,333"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,8.0,"54,000,000",３ＬＤＫ,75,2009年,ＲＣ,,,準工業,,,2023年第4四半期,,,"720,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,9.0,"52,000,000",３ＬＤＫ,65,2015年,ＲＣ,,,１種住居,,,2023年第1四半期,,,"800,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,14.0,"44,000,000",２ＬＤＫ,65,2009年,ＲＣ,,,準工業,,,2023年第1四半期,,,"676,923"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,20.0,"27,000,000",３ＬＤＫ,75,1999年,ＲＣ,,,準工業,,,2023年第1四半期,,,"360,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,9.0,"30,000,000",３ＤＫ,65,1987年,ＳＲＣ,,,準工業,,,2023年第1四半期,,,"461,538"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,16.0,"25,000,000",２ＬＤＫ＋Ｓ,65,1996年,ＳＲＣ,,,準工業,,,2023年第1四半期,,,"384,615"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,14.0,"51,000,000",３ＬＤＫ,80,2009年,ＲＣ,,,準工業,,,2023年第2四半期,,,"637,500"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,9.0,"42,000,000",２ＬＤＫ,55,2015年,ＲＣ,,,１種住居,,,2023年第2四半期,,,"763,636"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"28,000,000",３ＤＫ,65,1987年,ＳＲＣ,,,,,,2023年第2四半期,,,"430,769"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,9.0,"53,000,000",３ＬＤＫ,65,2015年,ＲＣ,,,,,,2023年第2四半期,,,"815,384"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"41,000,000",３ＬＤＫ,75,2010年,ＳＲＣ,,,準工業,,,2023年第4四半期,,,"546,666"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,14.0,"25,000,000",２Ｋ,30,2021年,ＲＣ,,,準工業,,,2023年第4四半期,,,"833,333"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,16.0,"26,000,000",２ＬＤＫ,60,1996年,ＳＲＣ,,,準工業,,,2023年第4四半期,,,"433,333"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"29,000,000",３ＬＤＫ,65,1982年,ＳＲＣ,,,,,,2023年第4四半期,,,"446,153"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"43,000,000",３ＬＤＫ,75,2010年,,,,準工業,,,2023年第4四半期,,,"573,333"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"39,000,000",３ＬＤＫ,90,2003年,ＲＣ,,,準工業,,,2023年第4四半期,,,"433,333"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,13.0,"49,000,000",２ＬＤＫ,60,2009年,ＲＣ,,,準工業,,,2023年第4四半期,,,"816,666"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"26,000,000",２ＬＤＫ,55,1982年,ＳＲＣ,,,準工業,,,2023年第4四半期,,,"472,727"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,7.0,"35,000,000",２ＬＤＫ＋Ｓ,75,1981年,ＳＲＣ,,,準工業,,,2024年第1四半期,,,"466,666"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,2.0,"43,000,000",２ＬＤＫ,70,1986年,ＳＲＣ,,,１種住居,,,2024年第1四半期,,,"614,285"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"51,000,000",３ＬＤＫ,80,1999年,ＳＲＣ,,,１種住居,,,2024年第1四半期,,,"637,500"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,7.0,"50,000,000",３ＬＤＫ,90,2003年,ＳＲＣ,,,,,,2024年第1四半期,,,"555,555"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,10.0,"46,000,000",３ＬＤＫ,70,2008年,ＲＣ,,,準工業,,,2024年第1四半期,,,"657,142"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"57,000,000",３ＬＤＫ,80,2001年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"712,500"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"54,000,000",５ＬＤＫ,105,1986年,ＳＲＣ,,,１種住居,,,2024年第2四半期,,,"514,285"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,4.0,"51,000,000",３ＬＤＫ,90,1996年,ＳＲＣ,,,１種住居,,,2024年第2四半期,,,"566,666"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,4.0,"60,000,000",３ＬＤＫ＋Ｓ,105,1986年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"571,428"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"46,000,000",３ＬＤＫ,75,2001年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"613,333"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"27,000,000",２ＬＤＫ,65,1982年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"415,384"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"56,000,000",４ＬＤＫ,105,1986年,ＳＲＣ,,,１種住居,,,2024年第2四半期,,,"533,333"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,10.0,"33,000,000",３ＬＤＫ,65,1980年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"507,692"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"72,000,000",３ＬＤＫ,85,2008年,ＲＣ,,,,,,2024年第2四半期,,,"847,058"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"23,000,000",２ＬＤＫ,55,1978年,ＲＣ,,,準工業,,,2024年第3四半期,,,"418,181"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"11,000,000",１Ｒ,25,1981年,ＲＣ,,,準工業,,,2024年第3四半期,,,"440,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"34,000,000",３ＬＤＫ,60,1986年,ＳＲＣ,,,１種住居,,,2024年第3四半期,,,"566,666"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"57,000,000",３ＬＤＫ,80,2001年,ＳＲＣ,,,準工業,,,2024年第3四半期,,,"712,500"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"50,000,000",３ＬＤＫ,75,2008年,ＲＣ,,,準工業,,,2024年第3四半期,,,"666,666"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,13.0,"40,000,000",３ＬＤＫ,70,1979年,ＳＲＣ,,,準工業,,,2024年第3四半期,,,"571,428"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"12,000,000",１Ｒ,25,1981年,ＲＣ,,,準工業,,,2024年第4四半期,,,"480,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,2.0,"63,000,000",５ＬＤＫ,105,1986年,ＳＲＣ,,,１種住居,,,2024年第4四半期,,,"600,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"52,000,000",３ＬＤＫ,75,2001年,,,,,,,2024年第4四半期,,,"693,333"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,1.0,"63,000,000",３ＬＤＫ,80,2001年,ＳＲＣ,,,商業,,,2024年第4四半期,,,"787,500"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,7.0,"75,000,000",３ＬＤＫ,70,2022年,ＲＣ,,,準工業,,,2024年第4四半期,,,"1,071,428"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"9,600,000",１ＤＫ,25,1981年,ＲＣ,,,準工業,,,2024年第4四半期,,,"384,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,1.0,"62,000,000",３ＬＤＫ,75,2001年,ＳＲＣ,,,商業,,,2024年第4四半期,,,"826,666"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"32,000,000",３ＬＤＫ,70,2009年,ＲＣ,,,,,,2024年第1四半期,,,"457,142"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"37,000,000",３ＬＤＫ,65,1999年,ＳＲＣ,,,,,,2024年第1四半期,,,"569,230"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"31,000,000",３ＬＤＫ,70,2009年,ＲＣ,,,準工業,,,2024年第1四半期,,,"442,857"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,9.0,"59,000,000",２ＬＤＫ＋Ｓ,70,2015年,ＲＣ,,,１種住居,,,2024年第1四半期,,,"842,857"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"28,000,000",３ＤＫ,55,1982年,ＳＲＣ,,,,,,2024年第1四半期,,,"509,090"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,13.0,"52,000,000",３ＬＤＫ,80,2009年,ＲＣ,,,準工業,,,2024年第2四半期,,,"650,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"32,000,000",３ＬＤＫ,80,1982年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"400,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"40,000,000",３ＬＤＫ,75,1999年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"533,333"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,17.0,"25,000,000",３ＬＤＫ,80,1982年,ＳＲＣ,,,準工業,,,2024年第2四半期,,,"312,500"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,14.0,"46,000,000",３ＬＤＫ,70,2009年,ＲＣ,,,準工業,,,2024年第3四半期,,,"657,142"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,14.0,"49,000,000",３ＬＤＫ,80,2003年,ＲＣ,,,準工業,,,2024年第4四半期,改装済み,,"612,500"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"26,000,000",３ＤＫ,65,1982年,ＳＲＣ,,,準工業,,,2024年第4四半期,,,"400,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,9.0,"37,000,000",２ＬＤＫ,80,1987年,ＳＲＣ,,,準工業,,,2024年第4四半期,,,"462,500"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,13.0,"57,000,000",３ＬＤＫ,70,2009年,ＲＣ,,,準工業,,,2024年第4四半期,,,"814,285"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,20.0,"38,000,000",３ＬＤＫ,80,1999年,ＲＣ,,,準工業,,,2024年第4四半期,改装済み,,"475,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,7.0,"41,000,000",３ＬＤＫ,75,1981年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"546,666"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"39,000,000",３ＬＤＫ,70,1986年,ＳＲＣ,,,１種住居,,,2025年第1四半期,,,"557,142"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"66,000,000",４ＬＤＫ,85,2001年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"776,470"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"43,000,000",３ＬＤＫ,85,1981年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"505,882"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"63,000,000",３ＬＤＫ,75,2001年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"840,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,6.0,"42,000,000",３ＬＤＫ,75,1981年,ＳＲＣ,,,準工業,,,2025年第1四半期,改装済み,,"560,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,6.0,"36,000,000",３ＬＤＫ,85,1981年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"423,529"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,3.0,"53,000,000",４ＬＤＫ,90,1986年,ＳＲＣ,,,１種住居,,,2025年第1四半期,,,"588,888"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,10.0,"33,000,000",２ＬＤＫ,65,1976年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"507,692"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,4.0,"66,000,000",４ＬＤＫ,100,1996年,ＳＲＣ,,,１種住居,,,2025年第1四半期,,,"660,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"58,000,000",３ＬＤＫ,70,2001年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"828,571"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"40,000,000",３ＬＤＫ,75,1981年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"533,333"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,7.0,"52,000,000",２ＬＤＫ,60,2000年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"866,666"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,11.0,"49,000,000",２ＬＤＫ,65,2004年,ＲＣ,,,準工業,,,2025年第1四半期,,,"753,846"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,5.0,"45,000,000",２ＬＤＫ＋Ｓ,75,1981年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"600,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,9.0,"65,000,000",３ＬＤＫ,85,2008年,ＲＣ,,,準工業,,,2025年第1四半期,,,"764,705"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,8.0,"48,000,000",３ＬＤＫ,75,2001年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"640,000"
中古マンション等,成約価格情報,13108,東京都,江東区,大島,東大島,2.0,"55,000,000",４ＬＤＫ,90,1986年,ＳＲＣ,,,１種住居,,,2025年第1四半期,,,"611,111"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,10.0,"54,000,000",３ＬＤＫ＋Ｓ,85,2005年,ＳＲＣ,,,１種住居,,,2025年第1四半期,,,"635,294"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"54,000,000",３ＬＤＫ,75,2005年,ＲＣ,,,１種住居,,,2025年第1四半期,,,"720,000"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,13.0,"31,000,000",２ＬＤＫ,75,1980年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"413,333"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,13.0,"74,000,000",４ＬＤＫ,100,2005年,ＳＲＣ,,,１種住居,,,2025年第1四半期,,,"740,000"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,10.0,"50,000,000",３ＬＤＫ＋Ｓ,85,2005年,,,,,,,2025年第1四半期,,,"588,235"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,10.0,"58,000,000",３ＬＤＫ,80,2005年,ＲＣ,,,１種住居,,,2025年第1四半期,,,"725,000"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,10.0,"50,000,000",３ＬＤＫ＋Ｓ,85,2005年,,,,,,,2025年第1四半期,,,"588,235"
中古マンション等,成約価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"50,000,000",３ＬＤＫ,80,2005年,ＲＣ,,,１種住居,,,2025年第1四半期,,,"625,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"36,000,000",３ＬＤＫ,70,1982年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"514,285"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,13.0,"46,000,000",３ＬＤＫ,70,2009年,ＲＣ,,,準工業,,,2025年第1四半期,,,"657,142"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,16.0,"36,000,000",３ＬＤＫ,70,1996年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"514,285"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"30,000,000",３ＬＤＫ,80,1982年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"375,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,15.0,"24,000,000",１ＬＤＫ＋Ｓ,50,2008年,ＲＣ,,,準工業,,,2025年第1四半期,,,"480,000"
中古マンション等,成約価格情報,13108,東京都,江東区,東砂,東大島,10.0,"26,000,000",３ＤＫ,60,1982年,ＳＲＣ,,,準工業,,,2025年第1四半期,,,"433,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,9.0,"36,000,000",３ＬＤＫ,60,2001年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2025年第1四半期,,,"600,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"63,000,000",５ＬＤＫ,100,1986年,ＳＲＣ,,,１種住居,60.0,400.0,2025年第1四半期,改装済み,,"630,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,10.0,"27,000,000",１ＬＤＫ,35,1976年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2025年第1四半期,改装済み,,"771,428"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,9.0,"23,000,000",１Ｋ,25,2014年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2025年第1四半期,未改装,,"920,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"32,000,000",２ＬＤＫ,50,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2025年第1四半期,未改装,,"640,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,3.0,"30,000,000",３ＬＤＫ,55,1981年,ＳＲＣ,住宅,住宅,商業,80.0,400.0,2024年第4四半期,未改装,,"545,454"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,5.0,"21,000,000",１Ｋ,20,2007年,ＲＣ,住宅,その他,準工業,60.0,400.0,2024年第4四半期,,,"1,050,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"36,000,000",２ＬＤＫ＋Ｓ,60,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2024年第4四半期,未改装,,"600,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,1.0,"62,000,000",３ＬＤＫ,70,2001年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2024年第4四半期,未改装,,"885,714"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,9.0,"23,000,000",１Ｋ,25,2014年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第3四半期,未改装,,"920,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,5.0,"19,000,000",１Ｋ,20,2010年,ＲＣ,住宅,その他,準工業,60.0,400.0,2024年第3四半期,,,"950,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,5.0,"38,000,000",３ＬＤＫ,70,1981年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第3四半期,未改装,,"542,857"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"33,000,000",３ＬＤＫ,60,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2024年第3四半期,未改装,,"550,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"28,000,000",３ＬＤＫ,55,1986年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2024年第3四半期,未改装,,"509,090"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"36,000,000",３ＬＤＫ,60,1986年,ＳＲＣ,住宅,,１種住居,60.0,400.0,2024年第3四半期,未改装,,"600,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"25,000,000",１Ｋ,30,2002年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第2四半期,改装済み,,"833,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,2.0,"37,000,000",２ＬＤＫ,50,1986年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2024年第2四半期,改装済み,,"740,000"
