種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,単価（円/㎡）
中古マンション等,不動産取引価格情報,13108,東京都,江東区,大島,東大島,5.0,"19,000,000",１Ｋ,20,2010年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2020年第2四半期,未改装,,"950,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"50,000,000",３ＬＤＫ,75,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2025年第1四半期,未改装,,"666,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"37,000,000",２ＬＤＫ,65,2003年,ＳＲＣ,,住宅,準工業,60.0,300.0,2024年第4四半期,,,"569,230"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"40,000,000",３ＬＤＫ,60,1980年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第4四半期,改装済み,,"666,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,13.0,"18,000,000",１ＤＫ,40,1985年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2024年第3四半期,改装済み,,"450,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,12.0,"22,000,000",１Ｋ,25,2008年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2024年第2四半期,未改装,,"880,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"54,000,000",３ＬＤＫ,65,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第2四半期,未改装,,"830,769"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"54,000,000",２ＬＤＫ,65,2003年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第2四半期,改装済み,,"830,769"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"37,000,000",１ＬＤＫ,65,2003年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,未改装,,"569,230"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"45,000,000",３ＬＤＫ,85,2003年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,未改装,,"529,411"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"50,000,000",３ＬＤＫ,70,2003年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,改装済み,,"714,285"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"47,000,000",３ＬＤＫ,80,1980年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,改装済み,,"587,500"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"61,000,000",５ＬＤＫ,90,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第4四半期,未改装,,"677,777"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"48,000,000",３ＬＤＫ,75,1999年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第3四半期,未改装,,"640,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"56,000,000",３ＬＤＫ,75,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第3四半期,未改装,,"746,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"31,000,000",３ＬＤＫ,70,2005年,ＲＣ,,住宅,１種住居,60.0,300.0,2023年第3四半期,未改装,,"442,857"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"48,000,000",４ＬＤＫ,85,2003年,ＳＲＣ,住宅,その他,準工業,60.0,300.0,2023年第2四半期,未改装,,"564,705"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"52,000,000",３ＬＤＫ,75,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第2四半期,未改装,,"693,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"57,000,000",４ＬＤＫ,85,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第1四半期,未改装,,"670,588"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"54,000,000",３ＬＤＫ,85,2003年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第4四半期,改装済み,,"635,294"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"28,000,000",３ＬＤＫ,60,1980年,ＳＲＣ,住宅,その他,準工業,60.0,300.0,2022年第4四半期,未改装,,"466,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"28,000,000",３ＬＤＫ,60,1980年,ＳＲＣ,住宅,その他,準工業,60.0,300.0,2022年第4四半期,未改装,,"466,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"50,000,000",３ＬＤＫ,75,2005年,ＲＣ,,住宅,１種住居,60.0,300.0,2022年第4四半期,未改装,,"666,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"20,000,000",,60,1980年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第3四半期,未改装,,"333,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"53,000,000",３ＬＤＫ,90,1999年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第3四半期,未改装,,"588,888"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"48,000,000",３ＬＤＫ,65,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第2四半期,未改装,,"738,461"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"39,000,000",３ＬＤＫ,75,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,"520,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"35,000,000",３ＬＤＫ,65,1980年,ＳＲＣ,,住宅,準工業,60.0,300.0,2022年第1四半期,改装済み,,"538,461"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"46,000,000",３ＬＤＫ,70,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,"657,142"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"62,000,000",,90,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,"688,888"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"44,000,000",３ＬＤＫ,65,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第4四半期,未改装,,"676,923"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"58,000,000",４ＬＤＫ,85,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第4四半期,,,"682,352"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"59,000,000",３ＬＤＫ,80,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第4四半期,改装済み,,"737,500"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"63,000,000",４ＬＤＫ,60,2001年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2021年第4四半期,未改装,,"1,050,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"49,000,000",３ＬＤＫ,70,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第3四半期,未改装,,"700,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"45,000,000",３ＬＤＫ,80,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第3四半期,未改装,,"562,500"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,13.0,"25,000,000",１ＬＤＫ,40,1985年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2021年第3四半期,改装済み,,"625,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"44,000,000",３ＬＤＫ,85,2003年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第2四半期,未改装,,"517,647"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"48,000,000",３ＬＤＫ,70,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第1四半期,改装済み,,"685,714"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"32,000,000",３ＬＤＫ,70,2009年,ＲＣ,住宅,,準工業,60.0,300.0,2021年第1四半期,未改装,,"457,142"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"24,000,000",３ＬＤＫ,65,1980年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第1四半期,未改装,,"369,230"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"45,000,000",３ＬＤＫ,70,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第1四半期,未改装,,"642,857"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,9.0,"53,000,000",４ＬＤＫ,90,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第4四半期,未改装,,"588,888"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"35,000,000",３ＬＤＫ,60,1980年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第4四半期,改装済み,,"583,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"41,000,000",３ＬＤＫ,70,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2020年第4四半期,未改装,,"585,714"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,12.0,"36,000,000",２ＬＤＫ,60,2009年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第4四半期,改装済み,,"600,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,12.0,"22,000,000",１Ｋ,25,2008年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2020年第3四半期,未改装,,"880,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,11.0,"42,000,000",３ＬＤＫ,75,2005年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2020年第3四半期,未改装,,"560,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,亀戸,東大島,15.0,"29,000,000",３ＬＤＫ,70,1980年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第3四半期,未改装,,"414,285"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"30,000,000",,25,2021年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第4四半期,未改装,,"1,200,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"30,000,000",１Ｋ,25,2021年,ＲＣ,住宅,その他,準工業,60.0,400.0,2024年第4四半期,未改装,,"1,200,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,13.0,"27,000,000",１ＤＫ,25,2020年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第4四半期,未改装,,"1,080,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"30,000,000",,25,2021年,ＲＣ,,住宅,準工業,60.0,400.0,2024年第4四半期,未改装,,"1,200,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"27,000,000",１Ｋ,25,2021年,ＲＣ,住宅,その他,準工業,60.0,400.0,2024年第3四半期,,,"1,080,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,13.0,"28,000,000",,25,2020年,ＲＣ,住宅,その他,準工業,60.0,400.0,2024年第3四半期,未改装,,"1,120,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"29,000,000",１Ｋ,25,2021年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第3四半期,未改装,,"1,160,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"28,000,000",１Ｋ,25,2021年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第3四半期,未改装,,"1,120,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"13,000,000",３ＬＤＫ,60,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第3四半期,改装済み,,"216,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"31,000,000",２Ｋ,25,2021年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第3四半期,未改装,,"1,240,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,8.0,"10,000,000",３ＬＤＫ,60,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第3四半期,未改装,,"166,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"28,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第2四半期,未改装,,"1,120,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"32,000,000",３ＬＤＫ,75,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第2四半期,改装済み,,"426,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,8.0,"40,000,000",２ＬＤＫ,60,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第2四半期,改装済み,,"666,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"40,000,000",３ＬＤＫ,70,1999年,ＳＲＣ,,住宅,準工業,60.0,400.0,2024年第2四半期,未改装,,"571,428"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"31,000,000",１Ｋ,25,2021年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第2四半期,未改装,,"1,240,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"29,000,000",３ＬＤＫ,60,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第1四半期,未改装,,"483,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,13.0,"50,000,000",４ＬＤＫ,80,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第4四半期,改装済み,,"625,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"27,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第4四半期,未改装,,"1,080,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"41,000,000",３ＬＤＫ,70,2010年,ＳＲＣ,,住宅,準工業,60.0,400.0,2023年第4四半期,未改装,,"585,714"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"27,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第4四半期,未改装,,"1,080,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"51,000,000",３ＬＤＫ,70,2009年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第3四半期,未改装,,"728,571"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,8.0,"40,000,000",３ＬＤＫ,70,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第3四半期,改装済み,,"571,428"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,16.0,"37,000,000",２ＬＤＫ,65,2008年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第3四半期,改装済み,,"569,230"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,21.0,"26,000,000",３ＬＤＫ,70,1999年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第3四半期,未改装,,"371,428"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,19.0,"26,000,000",２ＬＤＫ,55,1996年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第3四半期,未改装,,"472,727"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,8.0,"28,000,000",３ＤＫ,60,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第2四半期,未改装,,"466,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"28,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第2四半期,未改装,,"1,120,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"26,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第2四半期,未改装,,"1,040,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"43,000,000",２ＬＤＫ,60,2009年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第1四半期,改装済み,,"716,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"45,000,000",３ＬＤＫ,75,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第1四半期,改装済み,,"600,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,18.0,"35,000,000",３ＬＤＫ,70,2005年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第1四半期,未改装,,"500,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"44,000,000",２ＬＤＫ,70,2010年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2022年第4四半期,未改装,,"628,571"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"46,000,000",２ＬＤＫ,70,2010年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2022年第4四半期,未改装,,"657,142"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"28,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第4四半期,改装済み,,"1,120,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"26,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第3四半期,未改装,,"1,040,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"31,000,000",３ＬＤＫ,65,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第2四半期,改装済み,,"476,923"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"52,000,000",３ＬＤＫ,65,2015年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第2四半期,未改装,,"800,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"26,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第2四半期,,,"1,040,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"32,000,000",２ＬＤＫ,50,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2022年第2四半期,改装済み,,"640,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"25,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第2四半期,未改装,,"1,000,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"50,000,000",３ＬＤＫ,60,2015年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第2四半期,未改装,,"833,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,13.0,"34,000,000",３ＬＤＫ,70,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第2四半期,未改装,,"485,714"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"24,000,000",１ＬＤＫ,25,2015年,ＲＣ,住宅,その他,１種住居,60.0,300.0,2022年第1四半期,未改装,,"960,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"25,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,"1,000,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"42,000,000",２ＬＤＫ,55,2009年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2022年第1四半期,未改装,,"763,636"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,21.0,"21,000,000",３ＬＤＫ,65,1999年,ＲＣ,住宅,その他,準工業,60.0,200.0,2022年第1四半期,未改装,,"323,076"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,17.0,"38,000,000",３ＬＤＫ,65,2005年,ＲＣ,住宅,住宅,準工業,60.0,400.0,2022年第1四半期,未改装,,"584,615"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"24,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,"960,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"28,000,000",３ＬＤＫ,60,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2021年第4四半期,未改装,,"466,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"22,000,000",３ＬＤＫ,65,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第4四半期,未改装,,"338,461"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"25,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第3四半期,改装済み,,"1,000,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"44,000,000",３ＬＤＫ,60,2015年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"733,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"40,000,000",３ＬＤＫ,85,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第3四半期,未改装,,"470,588"
