種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,単価（円/㎡）
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,13.0,"40,000,000",３ＬＤＫ,85,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第3四半期,未改装,,"470,588"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"23,000,000",１Ｋ,25,2015年,ＲＣ,住宅,その他,１種住居,60.0,300.0,2021年第2四半期,,,"920,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"39,000,000",３ＬＤＫ,80,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2021年第2四半期,改装済み,,"487,500"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,21.0,"31,000,000",３ＬＤＫ,75,1999年,ＲＣ,住宅,住宅,準工業,60.0,200.0,2021年第2四半期,未改装,,"413,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,13.0,"35,000,000",３ＬＤＫ,70,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第1四半期,改装済み,,"500,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"19,000,000",２ＤＫ,60,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2021年第1四半期,改装済み,,"316,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"23,000,000",３ＬＤＫ,50,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2021年第1四半期,未改装,,"460,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"23,000,000",２ＬＤＫ,40,1982年,ＳＲＣ,,住宅,準工業,60.0,400.0,2021年第1四半期,未改装,,"575,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"32,000,000",３ＬＤＫ,55,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2020年第4四半期,改装済み,,"581,818"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"16,000,000",３ＬＤＫ,60,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2020年第4四半期,未改装,,"266,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"41,000,000",２ＬＤＫ,50,2015年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2020年第4四半期,未改装,,"820,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"35,000,000",３ＬＤＫ,80,1982年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第4四半期,改装済み,,"437,500"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,10.0,"25,000,000",１Ｋ,25,2015年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2020年第3四半期,未改装,,"1,000,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,11.0,"34,000,000",３ＬＤＫ,60,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2020年第3四半期,改装済み,,"566,666"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"30,000,000",３ＬＤＫ,70,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第3四半期,改装済み,,"428,571"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"25,000,000",３ＬＤＫ,75,1982年,ＳＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第2四半期,改装済み,,"333,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,9.0,"32,000,000",３ＬＤＫ,60,1987年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2020年第2四半期,改装済み,,"533,333"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"13,000,000",,65,1982年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2020年第2四半期,,,"200,000"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,14.0,"38,000,000",３ＬＤＫ,65,2009年,ＲＣ,,住宅,準工業,60.0,400.0,2020年第2四半期,未改装,,"584,615"
中古マンション等,不動産取引価格情報,13108,東京都,江東区,東砂,東大島,15.0,"24,000,000",３ＬＤＫ,65,1999年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2020年第2四半期,未改装,,"369,230"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"62,000,000",３ＬＤＫ,85,2008年,ＲＣ,,,１種住居,,,2021年第1四半期,,,"729,411"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"44,000,000",３ＬＤＫ,75,2008年,ＲＣ,,,１種住居,,,2021年第1四半期,,,"586,666"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"24,000,000",２ＤＫ,50,1989年,ＳＲＣ,,,１種住居,,,2021年第2四半期,,,"480,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"32,000,000",３ＬＤＫ,65,1993年,ＳＲＣ,,,近隣商業,,,2021年第2四半期,改装済み,,"492,307"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"33,000,000",３ＬＤＫ,90,1994年,ＲＣ,,,準工業,,,2021年第2四半期,,,"366,666"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"28,000,000",１ＬＤＫ＋Ｓ,55,1988年,ＳＲＣ,,,１種住居,,,2021年第3四半期,,,"509,090"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"58,000,000",３ＬＤＫ,85,2008年,ＲＣ,,,準工業,,,2021年第4四半期,,,"682,352"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"37,000,000",３ＬＤＫ,80,1993年,ＲＣ,,,１種住居,,,2022年第1四半期,,,"462,500"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"36,000,000",３ＬＤＫ,80,1997年,ＳＲＣ,,,１種住居,,,2022年第1四半期,,,"450,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"25,000,000",２ＬＤＫ,60,1997年,ＳＲＣ,,,１種住居,,,2022年第1四半期,,,"416,666"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"51,000,000",３ＬＤＫ,75,2008年,ＲＣ,,,準工業,,,2022年第1四半期,,,"680,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,15.0,"29,000,000",２ＬＤＫ,70,1996年,ＳＲＣ,,,１種住居,,,2022年第2四半期,,,"414,285"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,15.0,"36,000,000",３ＬＤＫ,75,1996年,ＳＲＣ,,,１種住居,,,2022年第2四半期,,,"480,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"27,000,000",１ＬＤＫ,60,1993年,ＳＲＣ,,,,,,2022年第2四半期,,,"450,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"37,000,000",３ＬＤＫ,80,1997年,ＳＲＣ,,,１種住居,,,2022年第3四半期,,,"462,500"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,3.0,"30,000,000",１ＬＤＫ,55,1989年,ＲＣ,,,１種住居,,,2022年第3四半期,,,"545,454"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"33,000,000",４ＬＤＫ,90,1989年,ＲＣ,,,１種住居,,,2022年第3四半期,,,"366,666"
中古マンション等,成約価格情報,13123,東京都,江戸川区,船堀,東大島,15.0,"31,000,000",３ＬＤＫ,75,1980年,ＳＲＣ,,,準工業,,,2022年第3四半期,,,"413,333"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"32,000,000",２ＬＤＫ,65,1993年,ＲＣ,,,１種住居,,,2022年第4四半期,,,"492,307"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"25,000,000",２ＤＫ,55,1986年,ＳＲＣ,,,近隣商業,,,2022年第4四半期,,,"454,545"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"31,000,000",３ＬＤＫ,75,1994年,ＲＣ,,,１種住居,,,2023年第1四半期,,,"413,333"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"39,000,000",３ＬＤＫ,65,1988年,ＳＲＣ,,,,,,2023年第1四半期,,,"600,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,13.0,"53,000,000",４ＬＤＫ,95,1997年,ＲＣ,,,１種住居,,,2023年第1四半期,,,"557,894"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"45,000,000",３ＬＤＫ,115,1989年,ＳＲＣ,,,１種住居,,,2023年第1四半期,,,"391,304"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"36,000,000",４ＬＤＫ,90,1989年,ＲＣ,,,１種住居,,,2023年第2四半期,,,"400,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,17.0,"60,000,000",３ＬＤＫ,75,2022年,ＲＣ,,,１種住居,,,2023年第2四半期,,,"800,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"59,000,000",３ＬＤＫ,85,2008年,ＲＣ,,,１種住居,,,2023年第2四半期,,,"694,117"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"53,000,000",３ＬＤＫ,75,2008年,ＲＣ,,,１種住居,,,2023年第2四半期,,,"706,666"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"38,000,000",３ＬＤＫ,85,1989年,ＲＣ,,,１種住居,,,2023年第2四半期,,,"447,058"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,15.0,"35,000,000",３ＬＤＫ,75,1996年,ＳＲＣ,,,１種住居,,,2023年第3四半期,,,"466,666"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,3.0,"50,000,000",２ＬＤＫ,85,1989年,ＳＲＣ,,,１種住居,,,2023年第3四半期,,,"588,235"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"54,000,000",３ＬＤＫ,75,2008年,ＲＣ,,,,,,2023年第3四半期,,,"720,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"50,000,000",４ＬＤＫ＋Ｓ,95,1988年,ＳＲＣ,,,１種住居,,,2023年第4四半期,,,"526,315"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"26,000,000",２ＤＫ,55,1994年,ＳＲＣ,,,１種住居,,,2024年第1四半期,,,"472,727"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,3.0,"36,000,000",３ＬＤＫ,75,1989年,ＳＲＣ,,,,,,2024年第1四半期,,,"480,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,3.0,"36,000,000",３ＬＤＫ,75,1989年,ＳＲＣ,,,,,,2024年第1四半期,,,"480,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"56,000,000",３ＬＤＫ,85,2008年,ＲＣ,,,１種住居,,,2024年第2四半期,,,"658,823"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"51,000,000",３ＬＤＫ,70,2008年,ＲＣ,,,１低住専,,,2024年第2四半期,,,"728,571"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,13.0,"55,000,000",５ＬＤＫ,125,1997年,ＳＲＣ,,,１種住居,,,2024年第3四半期,,,"440,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,13.0,"58,000,000",３ＬＤＫ,115,1997年,ＳＲＣ,,,,,,2024年第4四半期,,,"504,347"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"49,000,000",３ＬＤＫ,70,2008年,ＲＣ,,,１種住居,,,2024年第4四半期,,,"700,000"
中古マンション等,成約価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"60,000,000",３ＬＤＫ,75,2008年,ＲＣ,,,１種住居,,,2024年第4四半期,,,"800,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"59,000,000",４ＬＤＫ,90,1997年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第4四半期,改装済み,,"655,555"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"19,000,000",オープンフロア,45,,ＳＲＣ,店舗,店舗,近隣商業,80.0,300.0,2024年第3四半期,未改装,,"422,222"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,16.0,"28,000,000",３ＬＤＫ,60,1996年,ＳＲＣ,住宅,,１種住居,60.0,300.0,2024年第3四半期,未改装,,"466,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,13.0,"28,000,000",２ＤＫ,50,,ＳＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第2四半期,未改装,,"560,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"39,000,000",４ＬＤＫ,90,1997年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2024年第2四半期,未改装,,"433,333"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"50,000,000",３ＬＤＫ,70,2008年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第2四半期,未改装,,"714,285"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"48,000,000",３ＬＤＫ,70,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2024年第2四半期,改装済み,,"685,714"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,15.0,"28,000,000",２ＬＤＫ,65,,,,住宅,近隣商業,80.0,300.0,2024年第1四半期,未改装,,"430,769"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"42,000,000",２ＬＤＫ＋Ｓ,60,1994年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第1四半期,改装済み,,"700,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"53,000,000",３ＬＤＫ,75,1994年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第1四半期,改装済み,,"706,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,12.0,"35,000,000",３ＬＤＫ,75,1994年,ＳＲＣ,住宅,住宅,工業,60.0,200.0,2023年第4四半期,,,"466,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"17,000,000",２ＤＫ,45,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2023年第4四半期,未改装,,"377,777"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"38,000,000",４ＬＤＫ,90,1997年,ＳＲＣ,住宅,住宅,準工業,60.0,400.0,2023年第4四半期,未改装,,"422,222"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"38,000,000",２ＬＤＫ,60,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2023年第3四半期,改装済み,,"633,333"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"27,000,000",２ＬＤＫ,60,1994年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第3四半期,未改装,,"450,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"26,000,000",オープンフロア,45,1988年,ＲＣ,,店舗,１種住居,60.0,400.0,2023年第2四半期,未改装,,"577,777"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"42,000,000",３ＬＤＫ,75,1989年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2023年第2四半期,改装済み,,"560,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"36,000,000",４ＬＤＫ,85,1989年,ＲＣ,,住宅,１種住居,60.0,400.0,2023年第2四半期,未改装,,"423,529"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"36,000,000",２ＬＤＫ＋Ｓ,60,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2023年第1四半期,改装済み,,"600,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"40,000,000",３ＬＤＫ,65,1986年,ＳＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第1四半期,改装済み,,"615,384"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"53,000,000",４ＬＤＫ,80,2001年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第1四半期,改装済み,,"662,500"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"40,000,000",４ＬＤＫ,80,2001年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第1四半期,未改装,,"500,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"30,000,000",,60,1988年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2022年第4四半期,未改装,,"500,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"36,000,000",２ＬＤＫ,55,1989年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第4四半期,改装済み,,"654,545"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"32,000,000",３ＬＤＫ,75,1989年,ＲＣ,住宅,住宅,１種住居,80.0,400.0,2022年第4四半期,改装済み,,"426,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"51,000,000",３ＬＤＫ,80,1993年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第4四半期,改装済み,,"637,500"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"14,000,000",２ＬＤＫ,50,1993年,ＳＲＣ,,その他,準工業,60.0,300.0,2022年第2四半期,未改装,,"280,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,13.0,"48,000,000",３ＬＤＫ,70,,,,住宅,１種住居,60.0,300.0,2022年第1四半期,改装済み,,"685,714"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"100,000,000",オープンフロア,150,1996年,ＲＣ,,事務所,準工業,60.0,300.0,2021年第4四半期,,,"666,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"32,000,000",４ＬＤＫ,100,1996年,ＲＣ,,住宅,準工業,60.0,300.0,2021年第4四半期,,,"320,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"40,000,000",４ＬＤＫ,80,1986年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2021年第4四半期,改装済み,,"500,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"26,000,000",１ＤＫ,45,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"577,777"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"28,000,000",１ＬＤＫ＋Ｓ,50,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"560,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"37,000,000",３ＬＤＫ,80,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"462,500"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"33,000,000",４ＬＤＫ,80,2001年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第2四半期,未改装,,"412,500"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"40,000,000",３ＬＤＫ,65,1988年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2021年第2四半期,改装済み,,"615,384"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"30,000,000",２ＤＫ,50,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第2四半期,改装済み,,"600,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"53,000,000",４ＬＤＫ,65,1994年,ＳＲＣ,,住宅,１種住居,60.0,300.0,2021年第1四半期,改装済み,,"815,384"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"24,000,000",４ＬＤＫ,80,1986年,ＲＣ,,住宅,近隣商業,80.0,300.0,2021年第1四半期,未改装,,"300,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"10,000,000",２ＤＫ,50,1986年,ＳＲＣ,住宅,その他,近隣商業,80.0,300.0,2020年第4四半期,未改装,,"200,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"43,000,000",,65,2008年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2020年第4四半期,未改装,,"661,538"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"48,000,000",４ＬＤＫ,100,1989年,ＲＣ,,住宅,１種住居,60.0,400.0,2020年第4四半期,改装済み,,"480,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"50,000,000",３ＬＤＫ,80,2008年,ＲＣ,住宅,,１種住居,60.0,300.0,2020年第4四半期,改装済み,,"625,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"38,000,000",３ＬＤＫ,75,1989年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2020年第4四半期,改装済み,,"506,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"24,000,000",２ＤＫ,50,1986年,ＳＲＣ,,住宅,近隣商業,80.0,300.0,2020年第4四半期,未改装,,"480,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"45,000,000",３ＬＤＫ,70,1988年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2020年第4四半期,改装済み,,"642,857"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"21,000,000",２ＬＤＫ,50,1986年,ＳＲＣ,住宅,,近隣商業,80.0,300.0,2020年第3四半期,未改装,,"420,000"
